symbol,putCall,description,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeDate,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,optionDeliverablesList,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,isIndexOption,percentChange,markChange,markPercentChange,inTheMoney,mini,nonStandard
SPY_031921C325,CALL,SPY Mar 19 2021 325 Call,OPR,20.8,21.32,21.0,21.06,10,200,10X200,0,21.0,21.0,0.0,21.97,5,,1595965867651,1595967299871,-0.97,23.673,0.492,0.007,-0.045,1.018,0.802,5033,21.0,21.06,29.0,,325.0,1616184000000,234,R,1616198400000,100.0, ,,,-4.42,-0.91,-4.14,False,False,False
SPY_031921C326,CALL,SPY Mar 19 2021 326 Call,OPR,20.2,20.73,21.42,20.47,26,200,26X200,0,0.0,0.0,0.0,21.36,0,,1595878563604,1595967299871,1.21,23.499,0.484,0.007,-0.044,1.018,0.794,188,21.42,20.465,29.0,,326.0,1616184000000,234,R,1616198400000,100.0, ,,,5.64,-0.9,-4.19,False,False,False
SPY_033121C317,CALL,SPY Mar 31 2021 317 Call (Quarterly),OPR,26.13,26.7,26.04,26.42,38,200,38X200,0,0.0,0.0,0.0,27.47,0,,1594667347425,1595967299870,-0.08,24.884,0.546,0.006,-0.045,1.035,0.896,27,21.87,26.415,29.0,,317.0,1617220800000,246,Q,1617235200000,100.0, ,,,-0.28,-1.06,-3.86,True,False,False
SPY_033121C318,CALL,SPY Mar 31 2021 318 Call (Quarterly),OPR,25.5,26.06,25.31,25.78,29,200,29X200,0,0.0,0.0,0.0,26.82,0,,1595610909735,1595967299870,-1.51,24.722,0.539,0.006,-0.045,1.037,0.89,1308,22.14,25.78,29.0,,318.0,1617220800000,246,Q,1617235200000,100.0, ,,,-5.62,-1.04,-3.87,True,False,False
SPY_033121C319,CALL,SPY Mar 31 2021 319 Call (Quarterly),OPR,24.85,25.42,27.92,25.14,28,200,28X200,0,0.0,0.0,0.0,26.17,0,,1595427031438,1595967299870,3.08,24.545,0.533,0.006,-0.045,1.039,0.883,20,25.75,25.135,29.0,,319.0,1617220800000,246,Q,1617235200000,100.0, ,,,11.77,-1.03,-3.94,True,False,False
SPY_033121C320,CALL,SPY Mar 31 2021 320 Call (Quarterly),OPR,24.22,24.79,25.35,24.51,27,200,27X200,0,25.35,24.87,0.0,25.52,21,,1595957009234,1595967299870,-0.17,24.377,0.526,0.006,-0.044,1.04,0.877,646,24.18,24.505,29.0,,320.0,1617220800000,246,Q,1617235200000,100.0, ,,,-0.66,-1.01,-3.98,True,False,False
SPY_033121C321,CALL,SPY Mar 31 2021 321 Call (Quarterly),OPR,23.59,24.16,23.9,23.88,36,200,36X200,0,0.0,0.0,0.0,24.87,0,,1595616295416,1595967299870,-0.97,24.203,0.519,0.006,-0.044,1.042,0.87,280,23.73,23.875,29.0,,321.0,1617220800000,246,Q,1617235200000,100.0, ,,,-3.92,-1.0,-4.02,True,False,False
SPY_033121C322,CALL,SPY Mar 31 2021 322 Call (Quarterly),OPR,22.98,23.54,23.5,23.26,44,200,44X200,0,0.0,0.0,0.0,24.24,0,,1595864448720,1595967299870,-0.74,24.037,0.513,0.006,-0.044,1.042,0.862,27,23.5,23.26,29.0,,322.0,1617220800000,246,Q,1617235200000,100.0, ,,,-3.03,-0.98,-4.02,False,False,False
SPY_033121C323,CALL,SPY Mar 31 2021 323 Call (Quarterly),OPR,22.38,22.93,24.27,22.66,26,750,26X750,0,0.0,0.0,0.0,23.61,0,,1594822556057,1595967299558,1.88,23.876,0.506,0.006,-0.044,1.043,0.855,7,24.27,22.655,29.0,,323.0,1617220800000,246,Q,1617235200000,100.0, ,,,7.96,-0.96,-4.04,False,False,False
SPY_033121C324,CALL,SPY Mar 31 2021 324 Call (Quarterly),OPR,21.78,22.32,22.02,22.05,42,200,42X200,0,0.0,0.0,0.0,23.0,0,,1595864315052,1595967299870,-0.98,23.708,0.499,0.006,-0.043,1.043,0.847,16,22.02,22.05,29.0,,324.0,1617220800000,246,Q,1617235200000,100.0, ,,,-4.24,-0.95,-4.11,False,False,False
SPY_033121C325,CALL,SPY Mar 31 2021 325 Call (Quarterly),OPR,21.18,21.71,21.82,21.45,54,200,54X200,0,21.82,21.75,0.0,22.38,4,,1595945003672,1595967299870,-0.56,23.534,0.492,0.007,-0.043,1.043,0.839,172,21.82,21.445,29.0,,325.0,1617220800000,246,Q,1617235200000,100.0, ,,,-2.5,-0.93,-4.18,False,False,False
SPY_033121C326,CALL,SPY Mar 31 2021 326 Call (Quarterly),OPR,20.6,21.12,22.75,20.86,37,200,37X200,0,0.0,0.0,0.0,21.77,0,,1595524998045,1595967299870,0.98,23.374,0.485,0.007,-0.043,1.043,0.831,21,22.75,20.86,29.0,,326.0,1617220800000,246,Q,1617235200000,100.0, ,,,4.48,-0.91,-4.2,False,False,False
SPY_061821C317,CALL,SPY Jun 18 2021 317 Call,OPR,28.7,29.5,30.8,29.1,10,160,10X160,0,0.0,0.0,0.0,30.08,0,,1594819962497,1595967299556,0.72,24.385,0.544,0.005,-0.037,1.185,1.138,34,26.63,29.1,29.0,,317.0,1624046400000,325,R,1624060800000,100.0, ,,,2.39,-0.98,-3.26,True,False,False
SPY_061821C318,CALL,SPY Jun 18 2021 318 Call,OPR,28.06,28.87,29.49,28.47,10,155,10X155,0,29.49,29.4,0.0,29.43,280,,1595958387272,1595967299999,0.06,24.235,0.538,0.006,-0.037,1.187,1.131,546,26.32,28.465,29.0,,318.0,1624046400000,325,R,1624060800000,100.0, ,,,0.2,-0.97,-3.29,True,False,False
SPY_061821C319,CALL,SPY Jun 18 2021 319 Call,OPR,27.43,28.25,28.3,27.84,10,359,10X359,0,0.0,0.0,0.0,28.79,0,,1595858023076,1595967299999,0.86,24.089,0.532,0.006,-0.037,1.189,1.124,408,26.13,27.84,29.0,,319.0,1624046400000,325,R,1624060800000,100.0, ,,,2.99,-0.95,-3.3,True,False,False
SPY_061821C320,CALL,SPY Jun 18 2021 320 Call,OPR,26.81,27.62,28.08,27.22,10,355,10X355,0,28.1,27.85,0.0,28.15,12,,1595960830109,1595967299999,-0.07,23.939,0.526,0.006,-0.037,1.191,1.117,4881,26.91,27.215,29.0,,320.0,1624046400000,325,R,1624060800000,100.0, ,,,-0.25,-0.93,-3.32,True,False,False
SPY_061821C321,CALL,SPY Jun 18 2021 321 Call,OPR,26.19,26.99,29.46,26.59,10,152,10X152,0,0.0,0.0,0.0,27.52,0,,1595435933423,1595967299999,3.24,23.785,0.52,0.006,-0.037,1.192,1.11,27,29.29,26.59,29.0,,321.0,1624046400000,325,R,1624060800000,100.0, ,,,11.78,-0.93,-3.38,True,False,False
SPY_061821C322,CALL,SPY Jun 18 2021 322 Call,OPR,25.58,26.37,26.6,25.98,10,155,10X155,0,0.0,0.0,0.0,26.89,0,,1595259339099,1595967299558,0.99,23.634,0.514,0.006,-0.037,1.193,1.102,54,26.6,25.975,29.0,,322.0,1624046400000,325,R,1624060800000,100.0, ,,,3.68,-0.91,-3.4,False,False,False
SPY_061821C323,CALL,SPY Jun 18 2021 323 Call,OPR,24.97,25.77,26.08,25.37,10,330,10X330,0,26.4,26.08,0.0,26.27,32,,1595962904175,1595967299999,-0.19,23.488,0.508,0.006,-0.036,1.194,1.094,38,26.08,25.37,29.0,,323.0,1624046400000,325,R,1624060800000,100.0, ,,,-0.72,-0.9,-3.43,False,False,False
SPY_061821C324,CALL,SPY Jun 18 2021 324 Call,OPR,24.36,25.16,24.27,24.76,10,305,10X305,0,0.0,0.0,0.0,25.65,0,,1595598104653,1595967299999,-0.13,23.332,0.502,0.006,-0.036,1.195,1.086,162,24.27,24.76,29.0,,324.0,1624046400000,325,R,1624060800000,100.0, ,,,-0.49,-0.89,-3.47,False,False,False
SPY_061821C325,CALL,SPY Jun 18 2021 325 Call,OPR,23.77,24.56,24.66,24.17,10,285,10X285,0,24.66,24.66,0.0,25.03,1,,1595943483015,1595967299562,-0.37,23.185,0.496,0.006,-0.036,1.195,1.077,1727,24.66,24.165,29.0,,325.0,1624046400000,325,R,1624060800000,100.0, ,,,-1.5,-0.87,-3.47,False,False,False
SPY_061821C326,CALL,SPY Jun 18 2021 326 Call,OPR,23.18,23.96,24.02,23.57,23,254,23X254,0,0.0,0.0,0.0,24.43,0,,1595873844390,1595967299979,-0.41,23.032,0.489,0.006,-0.036,1.195,1.068,106,24.02,23.57,29.0,,326.0,1624046400000,325,R,1624060800000,100.0, ,,,-1.68,-0.86,-3.53,False,False,False
SPY_063021C317,CALL,SPY Jun 30 2021 317 Call (Quarterly),OPR,29.04,29.78,28.25,29.41,88,151,88X151,0,0.0,0.0,0.0,30.41,0,,1594749863625,1595967299553,-0.78,24.273,0.544,0.005,-0.036,1.206,1.173,5,24.08,29.41,29.0,,317.0,1625083200000,337,Q,1625097600000,100.0, ,,,-2.56,-1.0,-3.3,True,False,False
SPY_063021C318,CALL,SPY Jun 30 2021 318 Call (Quarterly),OPR,28.41,29.16,30.8,28.79,88,161,88X161,0,0.0,0.0,0.0,29.77,0,,1594823787743,1595967299552,1.03,24.133,0.538,0.005,-0.036,1.208,1.167,1,27.63,28.785,29.0,,318.0,1625083200000,337,Q,1625097600000,100.0, ,,,3.45,-0.99,-3.32,True,False,False
SPY_063021C319,CALL,SPY Jun 30 2021 319 Call (Quarterly),OPR,27.77,28.53,28.93,28.15,88,151,88X151,0,0.0,0.0,0.0,29.13,0,,1594830538238,1595967299991,1.15,23.981,0.532,0.006,-0.036,1.21,1.16,1,26.76,28.15,29.0,,319.0,1625083200000,337,Q,1625097600000,100.0, ,,,3.95,-0.98,-3.37,True,False,False
SPY_063021C320,CALL,SPY Jun 30 2021 320 Call (Quarterly),OPR,27.15,27.91,27.9,27.53,10,150,10X150,0,0.0,0.0,0.0,28.49,0,,1595866056699,1595967299553,0.73,23.837,0.526,0.006,-0.036,1.212,1.152,15,26.73,27.53,29.0,,320.0,1625083200000,337,Q,1625097600000,100.0, ,,,2.57,-0.96,-3.38,True,False,False
SPY_063021C321,CALL,SPY Jun 30 2021 321 Call (Quarterly),OPR,26.53,27.31,26.89,26.92,10,168,10X168,0,0.0,0.0,0.0,27.85,0,,1595619682325,1595967299991,-0.96,23.696,0.52,0.006,-0.036,1.213,1.145,724,26.72,26.92,29.0,,321.0,1625083200000,337,Q,1625097600000,100.0, ,,,-3.46,-0.93,-3.36,True,False,False
SPY_063021C322,CALL,SPY Jun 30 2021 322 Call (Quarterly),OPR,25.91,26.7,26.88,26.31,10,165,10X165,0,0.0,0.0,0.0,27.23,0,,1595863199643,1595967299991,0.93,23.548,0.514,0.006,-0.036,1.214,1.137,5,26.88,26.305,29.0,,322.0,1625083200000,337,Q,1625097600000,100.0, ,,,3.42,-0.92,-3.4,False,False,False
SPY_063021C323,CALL,SPY Jun 30 2021 323 Call (Quarterly),OPR,25.31,26.08,25.07,25.7,10,150,10X150,0,0.0,0.0,0.0,26.6,0,,1595619306585,1595967299995,-0.27,23.399,0.508,0.006,-0.036,1.215,1.129,83,25.07,25.695,29.0,,323.0,1625083200000,337,Q,1625097600000,100.0, ,,,-1.02,-0.91,-3.42,False,False,False
SPY_063021C324,CALL,SPY Jun 30 2021 324 Call (Quarterly),OPR,24.71,25.49,25.0,25.1,10,149,10X149,0,25.9,25.0,0.0,25.98,24,,1595966315272,1595967299554,-0.98,23.258,0.502,0.006,-0.035,1.216,1.121,1,25.0,25.1,29.0,,324.0,1625083200000,337,Q,1625097600000,100.0, ,,,-3.77,-0.88,-3.39,False,False,False
SPY_063021C325,CALL,SPY Jun 30 2021 325 Call (Quarterly),OPR,24.11,24.91,25.13,24.51,10,154,10X154,0,0.0,0.0,0.0,25.38,0,,1595533357119,1595967299995,0.98,23.116,0.496,0.006,-0.035,1.216,1.112,80,25.13,24.51,29.0,,325.0,1625083200000,337,Q,1625097600000,100.0, ,,,3.86,-0.87,-3.41,False,False,False
SPY_063021C326,CALL,SPY Jun 30 2021 326 Call (Quarterly),OPR,23.52,24.33,25.75,23.92,10,153,10X153,0,0.0,0.0,0.0,24.77,0,,1595341755451,1595967299991,2.19,22.974,0.49,0.006,-0.035,1.216,1.103,5,25.75,23.925,29.0,,326.0,1625083200000,337,Q,1625097600000,100.0, ,,,8.83,-0.85,-3.41,False,False,False
